project_code,project_name,snapshot_date,start_date,original_doc,original_cost_cr,cumulative_expenditure_cr,physical_progress_pct,planned_duration_months,elapsed_months,months_to_original_target,expenditure_pct_of_original_cost,project_category,target_cost_overrun_pct,target_schedule_overrun_months,delay_flag,cost_overrun_flag
N18000388,"TS FOR SOLAR ENERGY ZONE IN BIDAR (2500MW), KARNATAKA [BIDAR TRANSMISSION LTD]",2024-11-01,2024-02-01,02-2026,2148.0,173.0,17.0,24,9,15,8.054003724394786,Other_Power_Transmission,0.0,0.0,0,0
N18000388,"TS FOR SOLAR ENERGY ZONE IN BIDAR (2500MW), KARNATAKA [BIDAR TRANSMISSION LTD]",2024-12-01,2024-02-01,02-2026,2148.0,224.0,23.0,24,10,14,10.42830540037244,Other_Power_Transmission,0.0,0.0,0,0
N18000388,"TS FOR SOLAR ENERGY ZONE IN BIDAR (2500MW), KARNATAKA [BIDAR TRANSMISSION LTD]",2025-01-01,2024-02-01,02-2026,2148.0,318.0,28.0,24,11,13,14.80446927374302,Other_Power_Transmission,0.0,0.0,0,0
N18000388,"TS FOR SOLAR ENERGY ZONE IN BIDAR (2500MW), KARNATAKA [BIDAR TRANSMISSION LTD]",2025-02-01,2024-02-01,02-2026,2148.0,354.0,30.0,24,12,12,16.480446927374302,Other_Power_Transmission,0.0,0.0,0,0
N18000388,"TS FOR SOLAR ENERGY ZONE IN BIDAR (2500MW), KARNATAKA [BIDAR TRANSMISSION LTD]",2025-03-01,2024-02-01,02-2026,2148.0,436.0,36.0,24,13,11,20.297951582867785,Other_Power_Transmission,0.0,0.0,0,0
N18000388,"TS FOR SOLAR ENERGY ZONE IN BIDAR (2500MW), KARNATAKA [BIDAR TRANSMISSION LTD]",2025-04-01,2024-02-01,02-2026,2148.0,557.0,36.0,24,14,10,25.931098696461824,Other_Power_Transmission,0.0,0.0,0,0
N18000388,"TS FOR SOLAR ENERGY ZONE IN BIDAR (2500MW), KARNATAKA [BIDAR TRANSMISSION LTD]",2025-05-01,2024-02-01,02-2026,2148.0,846.6,43.8,24,15,9,39.41340782122905,Other_Power_Transmission,0.0,0.0,0,0
N18000388,"TS FOR SOLAR ENERGY ZONE IN BIDAR (2500MW), KARNATAKA [BIDAR TRANSMISSION LTD]",2025-06-01,2024-02-01,02-2026,2148.0,923.47,52.2,24,16,8,42.992085661080075,Other_Power_Transmission,0.0,0.0,0,0
N18000389,TS FOR EVACUATION OF POWER FROM REZ IN RAJASTHAN (20GW) UNDER PH-III PART D [SIKAR KHETRI TRANSMISSI,2024-11-01,2024-02-01,08-2025,2000.0,272.94,18.0,18,9,9,13.647,Transmission_System,0.0,0.0,0,0
N18000389,TS FOR EVACUATION OF POWER FROM REZ IN RAJASTHAN (20GW) UNDER PH-III PART D [SIKAR KHETRI TRANSMISSI,2024-12-01,2024-02-01,08-2025,2000.0,393.0,28.0,18,10,8,19.65,Transmission_System,0.0,0.0,0,0
N18000389,TS FOR EVACUATION OF POWER FROM REZ IN RAJASTHAN (20GW) UNDER PH-III PART D [SIKAR KHETRI TRANSMISSI,2025-01-01,2024-02-01,08-2025,2000.0,482.0,32.0,18,11,7,24.1,Transmission_System,0.0,0.0,0,0
N18000389,TS FOR EVACUATION OF POWER FROM REZ IN RAJASTHAN (20GW) UNDER PH-III PART D [SIKAR KHETRI TRANSMISSI,2025-02-01,2024-02-01,08-2025,2000.0,535.0,43.0,18,12,6,26.75,Transmission_System,0.0,0.0,0,0
N18000389,TS FOR EVACUATION OF POWER FROM REZ IN RAJASTHAN (20GW) UNDER PH-III PART D [SIKAR KHETRI TRANSMISSI,2025-03-01,2024-02-01,08-2025,2000.0,683.0,47.0,18,13,5,34.150000000000006,Transmission_System,0.0,0.0,0,0
N18000389,TS FOR EVACUATION OF POWER FROM REZ IN RAJASTHAN (20GW) UNDER PH- III PART D [SIKAR KHETRI TRANSMISSI,2025-04-01,2024-02-01,08-2025,2000.0,823.0,50.9,18,14,4,41.15,Transmission_System,0.0,0.0,0,0
N18000389,TS FOR EVACUATION OF POWER FROM REZ IN RAJASTHAN (20GW) UNDER PH-III PART D [SIKAR KHETRI TRANSMISSI,2025-05-01,2024-02-01,08-2025,2000.0,823.0,51.0,18,15,3,41.15,Transmission_System,0.0,0.0,0,0
N18000389,TS FOR EVACUATION OF POWER FROM REZ IN RAJASTHAN (20GW) UNDER PH-III PART D [SIKAR KHETRI TRANSMISSI,2025-06-01,2024-02-01,08-2025,2000.0,1200.0,58.0,18,16,2,60.0,Transmission_System,0.0,1.0,1,0
N18000390,TS FOR EVACUATION OF POWER FROM 7GW REZ IN KHAVDA AREA UNDER PHASE-IV PART E2,2024-09-01,2024-05-01,05-2026,679.0,0.0,0.0,24,4,20,0.0,Transmission_System,0.0,0.0,0,0
N18000390,TS FOR EVACUATION OF POWER FROM 7GW REZ IN KHAVDA AREA UNDER PHASE-IV PART E2,2024-11-01,2024-05-01,05-2026,679.0,0.0,0.0,24,6,18,0.0,Transmission_System,0.0,0.0,0,0
N18000390,TS FOR EVACUATION OF POWER FROM 7GW REZ IN KHAVDA AREA UNDER PHASE-IV PART E2,2024-12-01,2024-05-01,05-2026,679.0,0.0,3.0,24,7,17,0.0,Transmission_System,0.0,0.0,0,0
N18000390,TS FOR EVACUATION OF POWER FROM 7GW REZ IN KHAVDA AREA UNDER PHASE-IV PART E2,2025-01-01,2024-05-01,05-2026,679.0,0.0,4.0,24,8,16,0.0,Transmission_System,0.0,0.0,0,0
N18000390,TS FOR EVACUATION OF POWER FROM 7GW REZ IN KHAVDA AREA UNDER PHASE-IV PART E2,2025-02-01,2024-05-01,05-2026,679.0,0.0,6.0,24,9,15,0.0,Transmission_System,0.0,0.0,0,0
N18000390,TS FOR EVACUATION OF POWER FROM 7GW REZ IN KHAVDA AREA UNDER PHASE-IV PART E2,2025-03-01,2024-05-01,05-2026,679.0,0.0,9.0,24,10,14,0.0,Transmission_System,0.0,0.0,0,0
N18000390,TS FOR EVACUATION OF POWER FROM 7GW REZ IN KHAVDA AREA UNDER PHASE-IV PART E2,2025-04-01,2024-05-01,05-2026,679.0,0.0,12.0,24,11,13,0.0,Transmission_System,0.0,0.0,0,0
N18000390,TS FOR EVACUATION OF POWER FROM 7GW REZ IN KHAVDA AREA UNDER PHASE- IV PART E2,2025-05-01,2024-05-01,05-2026,679.0,47.74,15.0,24,12,12,7.030927835051546,Transmission_System,0.0,0.0,0,0
N18000390,TS FOR EVACUATION OF POWER FROM 7GW REZ IN KHAVDA AREA UNDER PHASE-IV PART E2,2025-06-01,2024-05-01,05-2026,679.0,67.9,16.8,24,13,11,10.0,Transmission_System,0.0,-3.0,0,0
N18000391,TS FOR EVACUATION POWER FROM RAJASTHAN REZ PH-IV (PART-2:5.5GW) PART-B (JAISALMER/BARMER COMPLEX),2024-11-01,2024-08-01,08-2026,3279.0,0.0,0.0,24,3,21,0.0,Other_Power_Transmission,0.0,0.0,0,0
N18000391,TS FOR EVACUATION POWER FROM RAJASTHAN REZ PH-IV (PART-2:5.5GW) PART- B (JAISALMER/BARMER COMPLEX),2024-12-01,2024-08-01,08-2026,3279.0,34.0,2.0,24,4,20,1.036901494358036,Other_Power_Transmission,0.0,0.0,0,0
N18000391,TS FOR EVACUATION POWER FROM RAJASTHAN REZ PH-IV (PART-2:5.5GW) PART-B (JAISALMER/BARMER COMPLEX),2025-01-01,2024-08-01,08-2026,3279.0,34.0,4.0,24,5,19,1.036901494358036,Other_Power_Transmission,0.0,0.0,0,0
N18000391,TS FOR EVACUATION POWER FROM RAJASTHAN REZ PH-IV (PART-2:5.5GW) PART-B (JAISALMER/BARMER COMPLEX),2025-02-01,2024-08-01,08-2026,3279.0,43.0,7.0,24,6,18,1.3113754193351632,Other_Power_Transmission,0.0,0.0,0,0
N18000391,TS FOR EVACUATION POWER FROM RAJASTHAN REZ PH-IV (PART-2:5.5GW) PART-B (JAISALMER/BARMER COMPLEX),2025-03-01,2024-08-01,08-2026,3279.0,61.0,7.0,24,7,17,1.8603232692894176,Other_Power_Transmission,0.0,0.0,0,0
N18000391,TS FOR EVACUATION POWER FROM RAJASTHAN REZ PH-IV (PART-2:5.5GW) PART-B (JAISALMER/BARMER COMPLEX),2025-04-01,2024-08-01,08-2026,3279.0,134.0,10.9,24,8,16,4.086611771881672,Other_Power_Transmission,0.0,0.0,0,0
N18000391,TS FOR EVACUATION POWER FROM RAJASTHAN REZ PH-IV (PART-2:5.5GW) PART-B (JAISALMER/BARMER COMPLEX),2025-05-01,2024-08-01,08-2026,3279.0,293.9,16.4,24,9,15,8.963098505641963,Other_Power_Transmission,0.0,0.0,0,0
N18000391,TS FOR EVACUATION POWER FROM RAJASTHAN REZ PH-IV (PART-2:5.5GW) PART-B (JAISALMER/BARMER COMPLEX),2025-06-01,2024-08-01,08-2026,3279.0,491.85,18.6,24,10,14,15.0,Other_Power_Transmission,0.0,0.0,0,0
N18000392,TS FOR EVACUATION POWER RAJASTHAN REZ PH-IV (PART- 2:5.5GW) (JAISALMER/BARMER COMPLEX): PART-C,2024-11-01,2024-08-01,08-2026,2708.0,0.0,0.0,24,3,21,0.0,Other_Power_Transmission,0.0,0.0,0,0
N18000392,TS FOR EVACUATION POWER RAJASTHAN REZ PH-IV (PART-2:5.5GW) (JAISALMER/BARMER COMPLEX): PART-C,2024-12-01,2024-08-01,08-2026,2708.0,25.0,5.0,24,4,20,0.9231905465288036,Other_Power_Transmission,0.0,0.0,0,0
N18000392,TS FOR EVACUATION POWER RAJASTHAN REZ PH-IV (PART-2:5.5GW) (JAISALMER/BARMER COMPLEX): PART- C,2025-01-01,2024-08-01,08-2026,2708.0,27.0,6.0,24,5,19,0.9970457902511078,Other_Power_Transmission,0.0,0.0,0,0
N18000392,TS FOR EVACUATION POWER RAJASTHAN REZ PH-IV (PART- 2:5.5GW) (JAISALMER/BARMER COMPLEX): PART-C,2025-02-01,2024-08-01,08-2026,2708.0,27.0,6.0,24,6,18,0.9970457902511078,Other_Power_Transmission,0.0,0.0,0,0
N18000392,TS FOR EVACUATION POWER RAJASTHAN REZ PH-IV (PART- 2:5.5GW) (JAISALMER/BARMER COMPLEX): PART-C,2025-03-01,2024-08-01,08-2026,2708.0,45.0,15.0,24,7,17,1.6617429837518465,Other_Power_Transmission,0.0,0.0,0,0
N18000392,TS FOR EVACUATION POWER RAJASTHAN REZ PH-IV (PART- 2:5.5GW) (JAISALMER/BARMER COMPLEX): PART-C,2025-04-01,2024-08-01,08-2026,2708.0,75.0,18.7,24,8,16,2.769571639586411,Other_Power_Transmission,0.0,0.0,0,0
N18000392,TS FOR EVACUATION POWER RAJASTHAN REZ PH-IV (PART-2:5.5GW) (JAISALMER/BARMER COMPLEX): PART-C,2025-05-01,2024-08-01,08-2026,2708.0,189.9,21.7,24,9,15,7.012555391432793,Other_Power_Transmission,0.0,0.0,0,0
N18000392,TS FOR EVACUATION POWER RAJASTHAN REZ PH-IV (PART-2:5.5GW) (JAISALMER/BARMER COMPLEX): PART- C,2025-06-01,2024-08-01,08-2026,2708.0,622.84,25.7,24,10,14,23.0,Other_Power_Transmission,0.0,0.0,0,0
N18000393,TS FOR EVACUATION POWER FROM RAJASTHAN REZ PH-IV (PART-2:5.5GW) (JAISALMER/BARMER COMPLEX) PART-C,2024-12-01,2024-08-01,08-2026,2227.0,0.0,5.0,24,4,20,0.0,Other_Power_Transmission,0.0,0.0,0,0
N18000393,TS FOR EVACUATION POWER FROM RAJASTHAN REZ PH-IV (PART-2:5.5GW) (JAISALMER/BARMER COMPLEX) PART-C,2025-01-01,2024-08-01,08-2026,2227.0,0.0,6.0,24,5,19,0.0,Other_Power_Transmission,0.0,0.0,0,0
N18000393,TS FOR EVACUATION POWER FROM RAJASTHAN REZ PH-IV (PART-2:5.5GW) (JAISALMER/BARMER COMPLEX) PART-C,2025-02-01,2024-08-01,08-2026,2227.0,66.0,9.0,24,6,18,2.9636281993713514,Other_Power_Transmission,0.0,0.0,0,0
N18000393,TS FOR EVACUATION POWER FROM RAJASTHAN REZ PH-IV (PART-2:5.5GW) (JAISALMER/BARMER COMPLEX) PART-C,2025-03-01,2024-08-01,08-2026,2227.0,72.0,10.0,24,7,17,3.2330489447687474,Other_Power_Transmission,0.0,0.0,0,0
N18000393,TS FOR EVACUATION POWER FROM RAJASTHAN REZ PH-IV (PART-2:5.5GW) (JAISALMER/BARMER COMPLEX) PART-C,2025-04-01,2024-08-01,08-2026,2227.0,123.0,13.5,24,8,16,5.523125280646609,Other_Power_Transmission,0.0,0.0,0,0
N18000393,TS FOR EVACUATION POWER FROM RAJASTHAN REZ PH-IV (PART-2:5.5GW) (JAISALMER/BARMER COMPLEX) PART-C,2025-05-01,2024-08-01,08-2026,2227.0,292.59,16.4,24,9,15,13.138302649303997,Other_Power_Transmission,0.0,0.0,0,0
N18000393,TS FOR EVACUATION POWER FROM RAJASTHAN REZ PH-IV (PART-2:5.5GW) (JAISALMER/BARMER COMPLEX) PART- C,2025-06-01,2024-08-01,08-2026,2227.0,489.94,18.6,24,10,14,22.0,Other_Power_Transmission,0.0,0.0,0,0
N18000394,TS FOR EVACUATION POWER FROM RAJASTHAN REZ PH-IV (PART-2:5.5GW) (JAISALMER/BARMER COMPLEX) PART-E,2024-11-01,2024-08-01,08-2026,3251.0,0.0,0.0,24,3,21,0.0,Other_Power_Transmission,0.0,0.0,0,0
N18000394,TS FOR EVACUATION POWER FROM RAJASTHAN REZ PH-IV (PART-2:5.5GW) (JAISALMER/BARMER COMPLEX) PART-E,2024-12-01,2024-08-01,08-2026,3251.0,39.0,5.0,24,4,20,1.1996308828052906,Other_Power_Transmission,0.0,0.0,0,0
N18000394,TS FOR EVACUATION POWER FROM RAJASTHAN REZ PH-IV (PART-2:5.5GW) (JAISALMER/BARMER COMPLEX) PART-E,2025-01-01,2024-08-01,08-2026,3251.0,62.0,6.0,24,5,19,1.9071055059981543,Other_Power_Transmission,0.0,0.0,0,0
N18000394,TS FOR EVACUATION POWER FROM RAJASTHAN REZ PH-IV (PART-2:5.5GW) (JAISALMER/BARMER COMPLEX) PART-E,2025-02-01,2024-08-01,08-2026,3251.0,75.0,7.0,24,6,18,2.3069824669332513,Other_Power_Transmission,0.0,0.0,0,0
N18000394,TS FOR EVACUATION POWER FROM RAJASTHAN REZ PH-IV (PART-2:5.5GW) (JAISALMER/BARMER COMPLEX) PART-E,2025-03-01,2024-08-01,08-2026,3251.0,139.0,9.0,24,7,17,4.275607505382959,Other_Power_Transmission,0.0,0.0,0,0
N18000394,TS FOR EVACUATION POWER FROM RAJASTHAN REZ PH-IV (PART-2:5.5GW) (JAISALMER/BARMER COMPLEX) PART-E,2025-04-01,2024-08-01,08-2026,3251.0,241.0,11.6,24,8,16,7.4131036604121805,Other_Power_Transmission,0.0,0.0,0,0
N18000394,TS FOR EVACUATION POWER FROM RAJASTHAN REZ PH-IV (PART-2:5.5GW) (JAISALMER/BARMER COMPLEX) PART-E,2025-05-01,2024-08-01,08-2026,3251.0,426.6,13.4,24,9,15,13.122116271916337,Other_Power_Transmission,0.0,0.0,0,0
N18000394,TS FOR EVACUATION POWER FROM RAJASTHAN REZ PH-IV (PART-2:5.5GW) (JAISALMER/BARMER COMPLEX) PART- E,2025-06-01,2024-08-01,08-2026,3251.0,650.2,16.2,24,10,14,20.0,Other_Power_Transmission,0.0,0.0,0,0
N18000395,AUGMENTATION OF 1500MVA 3RD 765/400KV TRANSFORMATION CAPACITY AT KURNOOL NEW SUBSTATION,2024-12-01,2023-05-01,09-2025,164.0,4.0,2.0,28,19,9,2.4390243902439024,Substation_Grid_Equipment,0.0,0.0,0,0
N18000395,AUGMENTATION OF 1500MVA 3RD 765/400KV TRANSFORMATION CAPACITY AT KURNOOL NEW SUBSTATION,2025-01-01,2023-05-01,09-2025,164.0,5.0,9.0,28,20,8,3.048780487804878,Substation_Grid_Equipment,0.0,0.0,0,0
N18000395,AUGMENTATION OF 1500MVA 3RD 765/400KV TRANSFORMATION CAPACITY AT KURNOOL NEW SUBSTATION,2025-02-01,2023-05-01,09-2025,164.0,66.0,12.0,28,21,7,40.2439024390244,Substation_Grid_Equipment,0.0,0.0,0,0
N18000395,AUGMENTATION OF 1500MVA 3RD 765/400KV TRANSFORMATION CAPACITY AT KURNOOL NEW SUBSTATION,2025-03-01,2023-05-01,09-2025,164.0,66.0,15.0,28,22,6,40.2439024390244,Substation_Grid_Equipment,0.0,0.0,0,0
N18000395,AUGMENTATION OF 1500MVA 3RD 765/400KV TRANSFORMATION CAPACITY AT KURNOOL NEW SUBSTATION,2025-04-01,2023-05-01,09-2025,164.0,66.0,15.0,28,23,5,40.2439024390244,Substation_Grid_Equipment,0.0,0.0,0,0
N18000395,AUGMENTATION OF 1500MVA 3RD 765/400KV TRANSFORMATION CAPACITY AT KURNOOL NEW SUBSTATION,2025-05-01,2023-05-01,09-2025,164.0,60.0,21.0,28,24,4,36.58536585365854,Substation_Grid_Equipment,0.0,0.0,0,0
N18000395,AUGMENTATION OF 1500MVA 3RD 765/400KV TRANSFORMATION CAPACITY AT KURNOOL NEW SUBSTATION,2025-06-01,2023-05-01,09-2025,164.0,60.0,33.0,28,25,3,36.58536585365854,Substation_Grid_Equipment,0.0,0.0,0,0
N18000396,ADDITIONAL TRANSMISSION SYSTEM FOR EVACUATION OF POWER FROM BHADLA-III PS AS PART OF RAJASTHAN REZ P,2025-02-01,2024-08-01,02-2026,369.0,0.0,1.0,18,6,12,0.0,Transmission_System,0.0,0.0,0,0
N18000396,ADDITIONAL TRANSMISSION SYSTEM FOR EVACUATION OF POWER FROM BHADLA-III PS AS PART OF RAJASTHAN REZ P,2025-03-01,2024-08-01,02-2026,369.0,0.0,1.0,18,7,11,0.0,Transmission_System,0.0,0.0,0,0
N18000396,ADDITIONAL TRANSMISSION SYSTEM FOR EVACUATION OF POWER FROM BHADLA-III PS AS PART OF RAJASTHAN REZ P,2025-04-01,2024-08-01,02-2026,369.0,0.0,1.0,18,8,10,0.0,Transmission_System,0.0,0.0,0,0
N18000396,ADDITIONAL TRANSMISSION SYSTEM FOR EVACUATION OF POWER FROM BHADLA-III PS AS PART OF RAJASTHAN REZ P,2025-05-01,2024-08-01,02-2026,369.0,0.0,1.0,18,9,9,0.0,Transmission_System,0.0,0.0,0,0
N18000396,ADDITIONAL TRANSMISSION SYSTEM FOR EVACUATION OF POWER FROM BHADLA-III PS AS PART OF RAJASTHAN REZ P,2025-06-01,2024-08-01,02-2026,369.0,10.3,3.8,18,10,8,2.791327913279133,Transmission_System,0.0,0.0,0,0
N18000397,TRANSMISSION SYSTEM STRENGTHENING FOR INTERCONNECTIONS OF BHADLA-III AND BIKANER III COMPLEX [SPV NA,2025-02-01,2024-08-01,08-2026,1382.0,0.0,1.0,24,6,18,0.0,Transmission_System,0.0,0.0,0,0
N18000397,TRANSMISSION SYSTEM STRENGTHENING FOR INTERCONNECTIONS OF BHADLA- III AND BIKANER III COMPLEX [SPV NA,2025-03-01,2024-08-01,08-2026,1382.0,0.0,1.0,24,7,17,0.0,Transmission_System,0.0,0.0,0,0
N18000397,TRANSMISSION SYSTEM STRENGTHENING FOR INTERCONNECTIONS OF BHADLA-III AND BIKANER III COMPLEX [SPV NA,2025-04-01,2024-08-01,08-2026,1382.0,0.0,1.0,24,8,16,0.0,Transmission_System,0.0,0.0,0,0
N18000397,TRANSMISSION SYSTEM STRENGTHENING FOR INTERCONNECTIONS OF BHADLA-III AND BIKANER III COMPLEX [SPV NA,2025-05-01,2024-08-01,08-2026,1382.0,0.0,1.0,24,9,15,0.0,Transmission_System,0.0,0.0,0,0
N18000397,TRANSMISSION SYSTEM STRENGTHENING FOR INTERCONNECTIONS OF BHADLA-III AND BIKANER III COMPLEX [SPV NA,2025-06-01,2024-08-01,08-2026,1382.0,27.6,1.0,24,10,14,1.9971056439942112,Transmission_System,0.0,0.0,0,0
N18000398,AUGMENTATION OF TRANSFORMATION CAPACITY AT JAM KHAMBHALIYA PS [GIS] [SPV NAME POWERGRID JAM KHAMBHAL,2025-02-01,2024-10-01,07-2026,329.0,0.0,1.0,21,4,17,0.0,Substation_Grid_Equipment,0.0,0.0,0,0
N18000398,AUGMENTATION OF TRANSFORMATION CAPACITY AT JAM KHAMBHALIYA PS [GIS] [SPV NAME POWERGRID JAM KHAMBHAL,2025-03-01,2024-10-01,07-2026,329.0,0.0,1.0,21,5,16,0.0,Substation_Grid_Equipment,0.0,0.0,0,0
N18000398,AUGMENTATION OF TRANSFORMATION CAPACITY AT JAM KHAMBHALIYA PS [GIS] [SPV NAME POWERGRID JAM KHAMBHAL,2025-04-01,2024-10-01,07-2026,329.0,0.0,1.0,21,6,15,0.0,Substation_Grid_Equipment,0.0,0.0,0,0
N18000398,AUGMENTATION OF TRANSFORMATION CAPACITY AT JAM KHAMBHALIYA PS [GIS] [SPV NAME POWERGRID JAM KHAMBHAL,2025-05-01,2024-10-01,07-2026,329.0,0.0,1.0,21,7,14,0.0,Substation_Grid_Equipment,0.0,0.0,0,0
N18000398,AUGMENTATION OF TRANSFORMATION CAPACITY AT JAM KHAMBHALIYA PS [GIS] [SPV NAME POWERGRID JAM KHAMBHAL,2025-06-01,2024-10-01,07-2026,329.0,9.87,1.0,21,8,13,3.0,Substation_Grid_Equipment,0.0,0.0,0,0
N18000399,TRANSMISSION SYSTEM FOR EVACUATION OF POWER FROM RAJASTHAN REZ PH-IV [PART-2 5.5GW] [JAISALMER/BARME,2025-01-01,2024-10-01,10-2026,3674.0,54.0,1.0,24,3,21,1.4697876973326074,Transmission_System,0.0,0.0,0,0
N18000399,TRANSMISSION SYSTEM FOR EVACUATION OF POWER FROM RAJASTHAN REZ PH-IV [PART-2 5.5GW] [JAISALMER/BARME,2025-02-01,2024-10-01,10-2026,3674.0,74.0,1.0,24,4,20,2.014153511159499,Transmission_System,0.0,0.0,0,0
N18000399,TRANSMISSION SYSTEM FOR EVACUATION OF POWER FROM RAJASTHAN REZ PH-IV [PART-2 5.5GW] [JAISALMER/BARME,2025-03-01,2024-10-01,10-2026,3674.0,74.0,1.0,24,5,19,2.014153511159499,Transmission_System,0.0,0.0,0,0
N18000399,TRANSMISSION SYSTEM FOR EVACUATION OF POWER FROM RAJASTHAN REZ PH-IV [PART-2 5.5GW] [JAISALMER/BARME,2025-04-01,2024-10-01,10-2026,3674.0,81.0,7.0,24,6,18,2.2046815459989113,Transmission_System,0.0,0.0,0,0
N18000399,TRANSMISSION SYSTEM FOR EVACUATION OF POWER FROM RAJASTHAN REZ PH-IV [PART-2 5.5GW] [JAISALMER/BARME,2025-05-01,2024-10-01,10-2026,3674.0,234.57,10.3,24,7,17,6.384594447468698,Transmission_System,0.0,0.0,0,0
N18000399,TRANSMISSION SYSTEM FOR EVACUATION OF POWER FROM RAJASTHAN REZ PH-IV [PART-2 5.5GW] [JAISALMER/BARME,2025-06-01,2024-10-01,10-2026,3674.0,345.36,12.7,24,8,16,9.400108873162766,Transmission_System,0.0,0.0,0,0
N18000400,TRANSMISSION SYSTEM FOR EVACUATION OF POWER FROM POTENTIAL RENEWABLE ENERGY ZONE IN KHAVDA AREA OF G,2025-01-01,2024-10-01,10-2026,4766.0,65.0,1.0,24,3,21,1.3638271086865297,Transmission_System,0.0,0.0,0,0
N18000400,TRANSMISSION SYSTEM FOR EVACUATION OF POWER FROM POTENTIAL RENEWABLE ENERGY ZONE IN KHAVDA AREA OF G,2025-02-01,2024-10-01,10-2026,4766.0,65.0,1.0,24,4,20,1.3638271086865297,Transmission_System,0.0,0.0,0,0
N18000400,TRANSMISSION SYSTEM FOR EVACUATION OF POWER FROM POTENTIAL RENEWABLE ENERGY ZONE IN KHAVDA AREA OF G,2025-03-01,2024-10-01,10-2026,4766.0,110.0,1.0,24,5,19,2.308015107007973,Transmission_System,0.0,0.0,0,0
N18000400,TRANSMISSION SYSTEM FOR EVACUATION OF POWER FROM POTENTIAL RENEWABLE ENERGY ZONE IN KHAVDA AREA OF G,2025-04-01,2024-10-01,10-2026,4766.0,155.0,2.5,24,6,18,3.252203105329417,Transmission_System,0.0,0.0,0,0
N18000400,TRANSMISSION SYSTEM FOR EVACUATION OF POWER FROM POTENTIAL RENEWABLE ENERGY ZONE IN KHAVDA AREA OF G,2025-05-01,2024-10-01,10-2026,4766.0,280.03,4.2,24,7,17,5.875577003776752,Transmission_System,0.0,0.0,0,0
N18000400,TRANSMISSION SYSTEM FOR EVACUATION OF POWER FROM POTENTIAL RENEWABLE ENERGY ZONE IN KHAVDA AREA OF G,2025-06-01,2024-10-01,10-2026,4766.0,333.62,5.1,24,8,16,7.000000000000001,Transmission_System,0.0,0.0,0,0
N18000401,TRANSMISSION SYSTEM FOR EVACUATION OF POWER FROM RAJASTHAN REZ PH -IV [PART-2 5.5 GW] [JAISALMER/BAR,2025-05-01,2024-11-01,11-2026,2735.0,0.0,0.7,24,6,18,0.0,Transmission_System,0.0,0.0,0,0
N18000401,TRANSMISSION SYSTEM FOR EVACUATION OF POWER FROM RAJASTHAN REZ PH -IV [PART-2 5.5 GW] [JAISALMER/BAR,2025-06-01,2024-11-01,11-2026,2735.0,27.35,3.8,24,7,17,1.0,Transmission_System,0.0,0.0,0,0
N18000402,PROVISION OF DYNAMIC REACTIVE COMPENSATION AT KHAVDA POOLING STATION 1 [KPS1] AND KHAVDA POOLING STA,2025-02-01,2024-11-01,11-2026,501.0,0.0,6.0,24,3,21,0.0,Substation_Grid_Equipment,0.0,-6.0,0,0
N18000402,PROVISION OF DYNAMIC REACTIVE COMPENSATION AT KHAVDA POOLING STATION 1 [KPS1] AND KHAVDA POOLING STA,2025-03-01,2024-11-01,11-2026,501.0,0.0,1.0,24,4,20,0.0,Substation_Grid_Equipment,0.0,0.0,0,0
N18000402,PROVISION OF DYNAMIC REACTIVE COMPENSATION AT KHAVDA POOLING STATION 1 [KPS1] AND KHAVDA POOLING STA,2025-04-01,2024-11-01,11-2026,501.0,0.0,1.0,24,5,19,0.0,Substation_Grid_Equipment,0.0,0.0,0,0
N18000402,PROVISION OF DYNAMIC REACTIVE COMPENSATION AT KHAVDA POOLING STATION 1 [KPS1] AND KHAVDA POOLING STA,2025-05-01,2024-11-01,11-2026,501.0,0.0,1.0,24,6,18,0.0,Substation_Grid_Equipment,0.0,0.0,0,0
N18000402,PROVISION OF DYNAMIC REACTIVE COMPENSATION AT KHAVDA POOLING STATION 1 [KPS1] AND KHAVDA POOLING STA,2025-06-01,2024-11-01,11-2026,501.0,5.01,1.0,24,7,17,1.0,Substation_Grid_Equipment,0.0,0.0,0,0
N18000404,TRANSMISSION SYSTEM FOR EVACUATION OF POWER FROM RAJASTHAN REZ PH-IV [PART-3 (6 GW)] [BIKANER COMPLE,2025-05-01,2024-11-01,11-2026,5357.0,67.82,3.7,24,6,18,1.266007093522494,Transmission_System,0.0,0.0,0,0
N18000404,TRANSMISSION SYSTEM FOR EVACUATION OF POWER FROM RAJASTHAN REZ PH-IV [PART-3 (6 GW)] [BIKANER COMPLE,2025-06-01,2024-11-01,11-2026,5357.0,107.14,3.8,24,7,17,2.0,Transmission_System,0.0,0.0,0,0
N18000405,TRANSMISSION SYSTEM FOR EVACUATION OF POWER FROM POTENTIAL RENEWABLE ENERGY ZONE IN KHAVDA AREA OF G,2025-02-01,2024-11-01,05-2029,24819.0,1340.0,1.0,54,3,51,5.399089407308916,Transmission_System,0.0,0.0,0,0
N18000405,TRANSMISSION SYSTEM FOR EVACUATION OF POWER FROM POTENTIAL RENEWABLE ENERGY ZONE IN KHAVDA AREA OF G,2025-03-01,2024-11-01,05-2029,24819.0,1340.0,1.0,54,4,50,5.399089407308916,Transmission_System,0.0,0.0,0,0
